date,user_submitted_review,title,total_purchased,customer_type
2019-02-17,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2019-12-04,,R For Dummies,3,Individual
2019-10-24,Would not recommend,Fundamentals of R For Beginners,1,Business
2019-07-15,NA,R For Dummies,5,Individual
2019-08-08,it was okay,Fundamentals of R For Beginners,5,Individual
2019-01-29,Would not recommend,Fundamentals of R For Beginners,8,Individual
2019-07-30,,Fundamentals of R For Beginners,,Business
2019-11-25,The author's other books were better,R For Dummies,3,Business
2019-11-24,NA,Secrets Of R For Advanced Students,4,Business
2019-03-04,it was okay,R vs Python: An Essay,5,Business
2019-04-12,Awesome!,Fundamentals of R For Beginners,2,Business
2019-02-04,Hated it,Secrets Of R For Advanced Students,9,Individual
2019-10-18,Hated it,R vs Python: An Essay,4,Business
2019-02-12,,R For Dummies,5,Business
2019-11-08,The author's other books were better,Fundamentals of R For Beginners,1,Individual
2019-03-27,it was okay,Fundamentals of R For Beginners,1,Individual
2019-06-11,,Secrets Of R For Advanced Students,5,Business
2019-12-12,it was okay,R vs Python: An Essay,3,Business
2019-06-22,it was okay,Fundamentals of R For Beginners,3,Individual
2019-07-18,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-09-13,Would not recommend,Secrets Of R For Advanced Students,3,Business
2019-05-08,The author's other books were better,Fundamentals of R For Beginners,7,Business
2019-10-25,,Fundamentals of R For Beginners,9,Business
2019-02-18,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-01-30,Awesome!,R For Dummies,2,Business
2019-11-28,A lot of material was not needed,R For Dummies,1,Business
2019-08-31,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-03-03,Awesome!,Fundamentals of R For Beginners,,Individual
2019-02-15,Would not recommend,R For Dummies,,Individual
2019-12-11,A lot of material was not needed,R vs Python: An Essay,4,Individual
2019-02-28,Would not recommend,Secrets Of R For Advanced Students,7,Business
2019-05-28,A lot of material was not needed,Secrets Of R For Advanced Students,,Business
2019-02-24,OK,Fundamentals of R For Beginners,1,Individual
2019-10-31,NA,R For Dummies,2,Individual
2019-11-08,OK,R vs Python: An Essay,9,Business
2019-05-16,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-05-03,The author's other books were better,R vs Python: An Essay,,Business
2019-07-10,OK,Fundamentals of R For Beginners,6,Business
2019-10-06,it was okay,R vs Python: An Essay,7,Business
2019-02-26,,Fundamentals of R For Beginners,6,Individual
2019-03-13,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
2019-06-02,OK,R vs Python: An Essay,1,Individual
2019-12-26,I learned a lot,R For Dummies,4,Business
2019-06-29,Never read a better book,R For Dummies,5,Individual
2019-11-02,Would not recommend,Fundamentals of R For Beginners,4,Individual
2019-01-26,Never read a better book,R vs Python: An Essay,5,Business
2019-06-26,OK,R vs Python: An Essay,,Business
2019-06-25,Would not recommend,R For Dummies,3,Business
2019-02-05,,R For Dummies,4,Individual
2019-08-31,,Fundamentals of R For Beginners,2,Business
2019-08-06,Hated it,Secrets Of R For Advanced Students,2,Individual
2019-04-19,NA,R vs Python: An Essay,4,Business
2019-01-14,OK,R For Dummies,,Business
2019-09-28,Hated it,R For Dummies,,Individual
2019-08-24,Would not recommend,Top 10 Mistakes R Beginners Make,4,Individual
2019-04-18,NA,R vs Python: An Essay,5,Business
2019-05-28,Never read a better book,Fundamentals of R For Beginners,,Business
2019-07-13,NA,Fundamentals of R For Beginners,8,Business
2019-01-09,The author's other books were better,Fundamentals of R For Beginners,3,Individual
2019-04-11,OK,Fundamentals of R For Beginners,2,Business
2019-12-17,Would not recommend,R For Dummies,7,Business
2019-10-20,Would not recommend,Fundamentals of R For Beginners,6,Individual
2019-09-25,A lot of material was not needed,R For Dummies,3,Business
2019-10-07,it was okay,Fundamentals of R For Beginners,4,Business
2019-04-18,Never read a better book,R vs Python: An Essay,4,Business
2019-12-20,Never read a better book,Fundamentals of R For Beginners,,Business
2019-11-28,Hated it,R For Dummies,3,Business
2019-12-24,OK,R For Dummies,2,Individual
2019-11-11,I learned a lot,R For Dummies,2,Business
2019-12-14,The author's other books were better,R For Dummies,,Individual
2019-08-11,Never read a better book,R For Dummies,5,Business
2019-07-09,Hated it,R vs Python: An Essay,5,Business
2019-08-12,The author's other books were better,Fundamentals of R For Beginners,2,Business
2019-10-15,I learned a lot,R For Dummies,1,Business
2019-04-22,OK,R For Dummies,,Business
2019-03-25,NA,R For Dummies,6,Individual
2019-10-11,,Fundamentals of R For Beginners,2,Individual
2019-12-25,The author's other books were better,Secrets Of R For Advanced Students,6,Business
2019-05-03,A lot of material was not needed,R For Dummies,5,Business
2019-05-18,Would not recommend,R For Dummies,5,Individual
2019-10-27,NA,R For Dummies,3,Business
2019-10-19,I learned a lot,Fundamentals of R For Beginners,,Individual
2019-10-31,Awesome!,Fundamentals of R For Beginners,,Business
2019-03-06,Never read a better book,R vs Python: An Essay,5,Business
2019-09-11,The author's other books were better,R For Dummies,6,Business
2019-10-31,I learned a lot,Secrets Of R For Advanced Students,4,Individual
2019-03-09,it was okay,R For Dummies,2,Business
2019-04-06,Never read a better book,Secrets Of R For Advanced Students,4,Individual
2019-01-28,NA,Fundamentals of R For Beginners,3,Business
2019-06-27,Hated it,R vs Python: An Essay,6,Individual
2019-08-28,Would not recommend,R For Dummies,,Business
2019-12-05,Never read a better book,Secrets Of R For Advanced Students,,Business
2019-11-03,,Secrets Of R For Advanced Students,7,Business
2019-11-23,Never read a better book,Fundamentals of R For Beginners,4,Individual
2019-10-26,NA,Fundamentals of R For Beginners,4,Individual
2019-09-11,Would not recommend,Top 10 Mistakes R Beginners Make,,Business
2019-09-12,The author's other books were better,R For Dummies,3,Individual
2019-08-06,NA,Fundamentals of R For Beginners,4,Business
2019-06-09,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-02-12,NA,R vs Python: An Essay,,Business
2019-06-25,Hated it,Fundamentals of R For Beginners,4,Business
2019-11-29,NA,R For Dummies,5,Business
2019-02-23,NA,R vs Python: An Essay,2,Business
2019-11-06,Would not recommend,Fundamentals of R For Beginners,7,Individual
2019-12-03,The author's other books were better,Fundamentals of R For Beginners,3,Individual
2019-01-27,NA,R For Dummies,5,Individual
2019-10-28,The author's other books were better,Secrets Of R For Advanced Students,,Business
2019-02-24,Awesome!,R For Dummies,5,Business
2019-05-30,Never read a better book,Fundamentals of R For Beginners,4,Business
2019-07-15,OK,R For Dummies,3,Individual
2019-08-06,Hated it,Fundamentals of R For Beginners,6,Individual
2019-10-26,NA,Secrets Of R For Advanced Students,,Individual
2019-01-07,NA,Fundamentals of R For Beginners,2,Business
2019-04-05,it was okay,R vs Python: An Essay,4,Individual
2019-08-01,I learned a lot,R For Dummies,6,Business
2019-04-18,I learned a lot,R vs Python: An Essay,0,Business
2019-05-30,I learned a lot,Fundamentals of R For Beginners,,Business
2019-07-28,The author's other books were better,Fundamentals of R For Beginners,,Business
2019-03-02,Awesome!,Fundamentals of R For Beginners,2,Business
2019-01-14,Awesome!,Top 10 Mistakes R Beginners Make,3,Individual
2019-07-03,Awesome!,Fundamentals of R For Beginners,4,Business
2019-01-31,NA,Fundamentals of R For Beginners,1,Individual
2019-06-24,Never read a better book,R For Dummies,6,Business
2019-07-17,Would not recommend,R For Dummies,6,Business
2019-09-06,Would not recommend,Fundamentals of R For Beginners,1,Individual
2019-03-02,Never read a better book,R For Dummies,4,Individual
2019-10-19,I learned a lot,R For Dummies,3,Business
2019-04-02,OK,R For Dummies,6,Business
2019-06-26,OK,R vs Python: An Essay,2,Business
2019-04-30,OK,R vs Python: An Essay,1,Business
2019-05-17,The author's other books were better,R vs Python: An Essay,4,Business
2019-02-18,NA,R vs Python: An Essay,6,Business
2019-02-14,OK,Fundamentals of R For Beginners,4,Business
2019-05-14,,R vs Python: An Essay,,Individual
2019-02-19,it was okay,Fundamentals of R For Beginners,3,Business
2019-11-29,Hated it,R For Dummies,3,Business
2019-09-26,OK,Fundamentals of R For Beginners,4,Business
2019-04-18,The author's other books were better,Fundamentals of R For Beginners,,Individual
2019-08-18,Hated it,R For Dummies,3,Business
2019-03-27,I learned a lot,Fundamentals of R For Beginners,0,Individual
2019-05-13,A lot of material was not needed,R vs Python: An Essay,3,Business
2019-11-14,Would not recommend,R For Dummies,5,Individual
2019-01-26,Never read a better book,Fundamentals of R For Beginners,2,Business
2019-01-15,The author's other books were better,Fundamentals of R For Beginners,2,Business
2019-10-19,it was okay,R For Dummies,5,Individual
2019-07-05,Awesome!,R vs Python: An Essay,,Business
2019-01-05,it was okay,R vs Python: An Essay,6,Individual
2019-07-02,it was okay,Fundamentals of R For Beginners,,Individual
2019-09-19,OK,Fundamentals of R For Beginners,5,Business
2019-08-28,OK,Top 10 Mistakes R Beginners Make,2,Individual
2019-07-27,OK,Top 10 Mistakes R Beginners Make,5,Business
2019-10-01,OK,R For Dummies,6,Individual
2019-06-13,Would not recommend,Secrets Of R For Advanced Students,4,Business
2019-08-07,Would not recommend,Secrets Of R For Advanced Students,4,Business
2019-06-16,The author's other books were better,R For Dummies,6,Business
2019-05-01,NA,R vs Python: An Essay,2,Business
2019-04-11,Never read a better book,Fundamentals of R For Beginners,4,Business
2019-07-31,OK,Fundamentals of R For Beginners,1,Individual
2019-10-10,Hated it,Fundamentals of R For Beginners,6,Business
2019-05-21,Hated it,Fundamentals of R For Beginners,,Business
2019-01-29,Would not recommend,Top 10 Mistakes R Beginners Make,5,Business
2019-02-03,Awesome!,R vs Python: An Essay,6,Individual
2019-04-04,A lot of material was not needed,Fundamentals of R For Beginners,,Business
2019-02-22,Hated it,Secrets Of R For Advanced Students,4,Business
2019-02-13,OK,Fundamentals of R For Beginners,5,Business
2019-04-06,OK,R For Dummies,3,Business
2019-10-24,Never read a better book,R For Dummies,3,Business
2019-01-01,,R For Dummies,0,Business
2019-06-24,it was okay,R vs Python: An Essay,2,Business
2019-02-04,Would not recommend,Fundamentals of R For Beginners,7,Individual
2019-03-20,OK,Fundamentals of R For Beginners,3,Business
2019-12-19,,R vs Python: An Essay,3,Individual
2019-06-28,it was okay,R For Dummies,5,Business
2019-09-06,it was okay,R vs Python: An Essay,3,Individual
2019-10-14,OK,R For Dummies,4,Business
2019-11-28,NA,R For Dummies,6,Business
2019-06-04,The author's other books were better,R For Dummies,6,Business
2019-07-23,,Fundamentals of R For Beginners,3,Business
2019-02-17,Awesome!,Secrets Of R For Advanced Students,6,Individual
2019-04-11,NA,Fundamentals of R For Beginners,2,Individual
2019-10-05,,R For Dummies,7,Individual
2019-02-19,I learned a lot,Secrets Of R For Advanced Students,,Business
2019-12-17,it was okay,Fundamentals of R For Beginners,1,Business
2019-12-26,Hated it,R vs Python: An Essay,2,Individual
2019-11-15,The author's other books were better,R For Dummies,1,Individual
2019-01-24,Would not recommend,R vs Python: An Essay,3,Business
2019-03-11,Awesome!,R vs Python: An Essay,4,Business
2019-01-04,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-05-17,it was okay,R vs Python: An Essay,,Business
2019-10-08,,R For Dummies,4,Business
2019-01-27,Never read a better book,Secrets Of R For Advanced Students,11,Business
2019-11-26,I learned a lot,R For Dummies,4,Business
2019-10-17,A lot of material was not needed,R For Dummies,,Individual
2019-10-17,A lot of material was not needed,R For Dummies,4,Individual
2019-08-14,it was okay,Fundamentals of R For Beginners,,Business
2019-04-26,The author's other books were better,R For Dummies,3,Individual
2019-04-20,OK,R For Dummies,8,Individual
2019-10-06,it was okay,R For Dummies,4,Business
2019-10-27,The author's other books were better,R For Dummies,,Business
2019-03-16,OK,Secrets Of R For Advanced Students,4,Business
2019-12-01,I learned a lot,Fundamentals of R For Beginners,2,Individual
2019-10-07,Hated it,Fundamentals of R For Beginners,6,Business
2019-04-29,Awesome!,R For Dummies,2,Individual
2019-01-18,OK,Fundamentals of R For Beginners,1,Business
2019-12-23,it was okay,R For Dummies,2,Individual
2019-10-09,Awesome!,Fundamentals of R For Beginners,,Business
2019-05-02,OK,Fundamentals of R For Beginners,,Individual
2019-10-20,,Fundamentals of R For Beginners,3,Business
2019-12-23,it was okay,R For Dummies,11,Individual
2019-01-24,Never read a better book,Fundamentals of R For Beginners,3,Individual
2019-10-02,The author's other books were better,Fundamentals of R For Beginners,5,Individual
2019-06-02,OK,Fundamentals of R For Beginners,5,Business
2019-02-22,,Top 10 Mistakes R Beginners Make,4,Business
2019-10-19,Never read a better book,Fundamentals of R For Beginners,4,Business
2019-05-18,OK,Fundamentals of R For Beginners,4,Business
2019-01-16,Never read a better book,Fundamentals of R For Beginners,2,Business
2019-09-18,NA,Fundamentals of R For Beginners,7,Individual
2019-09-05,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
2019-11-21,OK,Fundamentals of R For Beginners,3,Individual
2019-09-22,OK,R For Dummies,4,Individual
2019-04-06,Would not recommend,Secrets Of R For Advanced Students,,Business
2019-09-24,it was okay,R vs Python: An Essay,6,Business
2019-06-19,it was okay,R Made Easy,3,Individual
2019-03-13,Would not recommend,R vs Python: An Essay,2,Business
2019-07-03,it was okay,R For Dummies,5,Business
2019-12-05,OK,R For Dummies,4,Individual
2019-09-13,OK,Fundamentals of R For Beginners,6,Business
2019-08-25,I learned a lot,R For Dummies,3,Individual
2019-03-31,it was okay,R For Dummies,5,Individual
2019-07-15,Hated it,Secrets Of R For Advanced Students,,Business
2019-02-20,,R For Dummies,4,Business
2019-02-23,,R vs Python: An Essay,5,Individual
2019-02-13,Never read a better book,R vs Python: An Essay,5,Individual
2019-12-26,,Fundamentals of R For Beginners,4,Business
2019-09-18,I learned a lot,R For Dummies,8,Business
2019-03-30,Awesome!,R For Dummies,8,Business
